City,Locality,Property Type,BHK,Area (SqFt),Price (Lakhs),Price per SqFt (Lakhs),Furnishing,Property Age (Years),Nearby Schools,Nearby Hospitals,Parking,Security,Availability
Ahmedabad,Gota,Independent House,1,2291,474.66,0.21,Semi-furnished,13,4.0,6.0,No,No,Under_Construction
Ahmedabad,Gota,Apartment,4,1896,275.51,0.15,Furnished,16,7.0,5.0,No,No,Under_Construction
Ahmedabad,Navrangpura,Independent House,2,1311,194.75,0.15,Unfurnished,26,2.0,2.0,No,No,Ready_to_Move
Ahmedabad,Bopal,Villa,3,1602,40.59,0.03,Furnished,10,10.0,4.0,Yes,Yes,Under_Construction
Surat,Pal,Villa,4,4569,158.92,0.03,Furnished,2,1.0,2.0,Yes,No,Ready_to_Move
Surat,Piplod,Apartment,2,1350,386.05,0.29,Unfurnished,34,7.0,10.0,No,No,Ready_to_Move
Ahmedabad,Satellite,Independent House,3,1613,461.59,0.29,Unfurnished,8,1.0,6.0,No,No,Under_Construction
Surat,Pal,Independent House,4,865,295.36,0.34,Semi-furnished,17,9.0,2.0,No,No,Under_Construction
Surat,Piplod,Independent House,1,3499,10.73,0.0,Unfurnished,10,3.0,5.0,No,Yes,Under_Construction
Ahmedabad,SG Highway,Apartment,1,4512,101.0,0.02,Unfurnished,7,2.0,1.0,No,No,Under_Construction
Ahmedabad,Satellite,Apartment,4,715,91.96,0.13,Semi-furnished,10,8.0,4.0,No,Yes,Under_Construction
Ahmedabad,Gota,Apartment,3,3784,256.05,0.07,Unfurnished,33,8.0,7.0,Yes,No,Under_Construction
Ahmedabad,Satellite,Villa,1,2836,36.47,0.01,Furnished,12,9.0,9.0,No,No,Under_Construction
Surat,Vesu,Independent House,1,1245,39.21,0.03,Unfurnished,21,3.0,3.0,Yes,No,Under_Construction
Ahmedabad,Satellite,Independent House,2,636,326.33,0.51,Unfurnished,2,2.0,9.0,Yes,Yes,Ready_to_Move
Surat,Pal,Villa,2,1570,375.97,0.24,Unfurnished,7,10.0,9.0,Yes,Yes,Under_Construction
Surat,Pal,Villa,5,4537,391.1,0.09,Unfurnished,8,8.0,8.0,No,Yes,Ready_to_Move
Ahmedabad,SG Highway,Apartment,2,1880,231.98,0.12,Semi-furnished,31,1.0,4.0,No,No,Ready_to_Move
Surat,Althan,Independent House,4,4541,223.25,0.05,Unfurnished,15,1.0,10.0,Yes,No,Under_Construction
Surat,Althan,Villa,3,3580,261.54,0.07,Semi-furnished,10,7.0,5.0,Yes,No,Ready_to_Move
Ahmedabad,Satellite,Villa,4,611,317.85,0.52,Unfurnished,27,3.0,9.0,No,No,Under_Construction
Surat,Adajan,Apartment,1,2686,61.29,0.02,Unfurnished,12,1.0,1.0,Yes,No,Under_Construction
Surat,Althan,Independent House,1,2744,131.51,0.05,Unfurnished,8,4.0,8.0,Yes,No,Ready_to_Move
Surat,Piplod,Apartment,5,4896,265.81,0.05,Semi-furnished,28,7.0,2.0,Yes,No,Under_Construction
Ahmedabad,Satellite,Apartment,4,1747,214.4,0.12,Semi-furnished,15,5.0,10.0,Yes,No,Ready_to_Move
Ahmedabad,Gota,Apartment,4,2573,17.91,0.01,Furnished,30,1.0,10.0,No,Yes,Under_Construction
Ahmedabad,Satellite,Villa,2,2961,356.56,0.12,Furnished,15,7.0,1.0,No,Yes,Ready_to_Move
Ahmedabad,Navrangpura,Independent House,4,2655,426.07,0.16,Semi-furnished,34,9.0,1.0,No,No,Under_Construction
Surat,Althan,Villa,3,3387,171.78,0.05,Semi-furnished,26,1.0,6.0,No,Yes,Under_Construction
Ahmedabad,Satellite,Villa,2,985,332.18,0.34,Unfurnished,18,5.0,4.0,No,Yes,Ready_to_Move
Surat,Althan,Apartment,3,1608,328.7,0.2,Furnished,15,3.0,2.0,No,Yes,Ready_to_Move
Surat,Piplod,Villa,5,3522,54.21,0.02,Furnished,35,10.0,10.0,No,No,Under_Construction
Ahmedabad,SG Highway,Independent House,3,4330,268.29,0.06,Unfurnished,34,7.0,1.0,No,Yes,Ready_to_Move
Ahmedabad,SG Highway,Villa,2,1580,469.66,0.3,Semi-furnished,29,4.0,8.0,Yes,No,Under_Construction
Surat,Pal,Villa,1,2687,214.55,0.08,Furnished,16,8.0,2.0,No,Yes,Ready_to_Move
Surat,Vesu,Independent House,4,826,21.84,0.03,Semi-furnished,4,8.0,6.0,Yes,No,Under_Construction
Surat,Pal,Villa,2,4728,462.45,0.1,Unfurnished,14,5.0,2.0,Yes,Yes,Ready_to_Move
Surat,Adajan,Villa,4,4421,220.73,0.05,Furnished,12,2.0,9.0,Yes,No,Under_Construction
Ahmedabad,SG Highway,Independent House,4,4173,401.42,0.1,Furnished,32,3.0,3.0,Yes,Yes,Ready_to_Move
Ahmedabad,Satellite,Independent House,5,2845,278.51,0.1,Semi-furnished,19,5.0,8.0,No,No,Ready_to_Move
Surat,Piplod,Villa,5,4862,366.45,0.08,Semi-furnished,3,1.0,9.0,No,No,Under_Construction
Ahmedabad,Gota,Apartment,2,3673,291.65,0.08,Furnished,11,2.0,7.0,No,Yes,Under_Construction
Surat,Piplod,Villa,5,2990,113.09,0.04,Semi-furnished,26,7.0,10.0,No,No,Ready_to_Move
Ahmedabad,Bopal,Independent House,5,2609,202.34,0.08,Furnished,24,3.0,8.0,No,No,Ready_to_Move
Surat,Adajan,Independent House,3,530,403.21,0.76,Furnished,5,1.0,2.0,Yes,No,Under_Construction
Ahmedabad,Bopal,Apartment,4,3126,280.44,0.09,Unfurnished,17,4.0,4.0,No,No,Under_Construction
Ahmedabad,SG Highway,Independent House,4,4562,210.53,0.05,Furnished,25,2.0,4.0,Yes,Yes,Ready_to_Move
Ahmedabad,Satellite,Villa,1,3934,38.3,0.01,Unfurnished,18,2.0,1.0,No,Yes,Ready_to_Move
Surat,Piplod,Villa,3,1904,470.82,0.25,Semi-furnished,32,5.0,5.0,No,No,Under_Construction
Ahmedabad,Satellite,Independent House,1,723,42.94,0.06,Semi-furnished,30,6.0,10.0,No,No,Ready_to_Move
Surat,Pal,Independent House,4,3000,318.05,0.11,Furnished,18,5.0,9.0,No,No,Ready_to_Move
Ahmedabad,Bopal,Villa,2,965,351.13,0.36,Furnished,11,3.0,7.0,No,Yes,Under_Construction
Ahmedabad,Gota,Independent House,1,2086,433.97,0.21,Furnished,6,4.0,1.0,Yes,No,Ready_to_Move
Ahmedabad,Gota,Villa,2,3720,109.22,0.03,Semi-furnished,14,10.0,2.0,No,No,Ready_to_Move
Ahmedabad,SG Highway,Independent House,2,2461,486.71,0.2,Furnished,31,2.0,8.0,No,Yes,Ready_to_Move
Surat,Piplod,Villa,3,1076,383.65,0.36,Unfurnished,27,4.0,6.0,No,No,Ready_to_Move
Surat,Vesu,Independent House,4,4956,324.4,0.07,Unfurnished,13,1.0,9.0,No,Yes,Under_Construction
Ahmedabad,Navrangpura,Villa,2,3484,372.9,0.11,Unfurnished,15,9.0,3.0,Yes,No,Ready_to_Move
Surat,Althan,Apartment,2,1339,287.57,0.21,Semi-furnished,20,1.0,2.0,No,No,Under_Construction
Surat,Vesu,Independent House,5,4417,183.71,0.04,Unfurnished,32,10.0,1.0,No,Yes,Under_Construction
Surat,Piplod,Villa,3,1470,423.04,0.29,Unfurnished,19,7.0,9.0,No,No,Under_Construction
Ahmedabad,Satellite,Apartment,5,3579,474.84,0.13,Semi-furnished,11,4.0,8.0,No,Yes,Under_Construction
Surat,Althan,Independent House,4,4014,374.6,0.09,Unfurnished,16,9.0,5.0,No,No,Under_Construction
Ahmedabad,Bopal,Villa,2,4020,123.76,0.03,Furnished,32,10.0,4.0,No,No,Ready_to_Move
Ahmedabad,Navrangpura,Villa,2,565,88.34,0.16,Semi-furnished,34,7.0,10.0,Yes,Yes,Under_Construction
Surat,Piplod,Independent House,2,916,199.47,0.22,Furnished,20,4.0,7.0,Yes,Yes,Under_Construction
Surat,Althan,Independent House,2,4222,342.37,0.08,Semi-furnished,12,7.0,7.0,Yes,Yes,Under_Construction
Ahmedabad,Gota,Apartment,2,4484,466.31,0.1,Semi-furnished,35,6.0,10.0,Yes,No,Under_Construction
Ahmedabad,SG Highway,Apartment,2,1979,86.77,0.04,Furnished,16,5.0,3.0,Yes,No,Under_Construction
Surat,Pal,Villa,1,1301,408.5,0.31,Semi-furnished,27,10.0,2.0,No,Yes,Ready_to_Move
Ahmedabad,SG Highway,Apartment,4,2259,474.37,0.21,Semi-furnished,22,1.0,7.0,Yes,No,Ready_to_Move
Surat,Piplod,Villa,1,2798,459.74,0.16,Furnished,19,8.0,4.0,Yes,No,Ready_to_Move
Surat,Adajan,Villa,1,3853,156.45,0.04,Furnished,6,9.0,5.0,Yes,Yes,Ready_to_Move
Surat,Althan,Villa,1,3846,169.98,0.04,Unfurnished,16,8.0,7.0,No,Yes,Under_Construction
Ahmedabad,SG Highway,Independent House,4,1771,481.2,0.27,Furnished,30,5.0,1.0,No,Yes,Ready_to_Move
Surat,Piplod,Independent House,1,4258,346.58,0.08,Unfurnished,19,3.0,3.0,Yes,No,Under_Construction
Ahmedabad,Gota,Independent House,2,3134,25.72,0.01,Unfurnished,13,2.0,8.0,No,Yes,Ready_to_Move
Surat,Pal,Villa,2,4709,466.63,0.1,Semi-furnished,34,3.0,4.0,Yes,Yes,Under_Construction
Ahmedabad,Satellite,Villa,4,1535,472.91,0.31,Semi-furnished,23,8.0,1.0,Yes,No,Under_Construction
Surat,Piplod,Villa,5,697,353.33,0.51,Semi-furnished,20,9.0,9.0,No,No,Under_Construction
Ahmedabad,Bopal,Independent House,5,2472,197.0,0.08,Semi-furnished,4,2.0,3.0,No,No,Ready_to_Move
Ahmedabad,SG Highway,Independent House,1,4631,189.36,0.04,Furnished,25,1.0,10.0,No,Yes,Ready_to_Move
Surat,Althan,Villa,1,2149,22.19,0.01,Unfurnished,15,1.0,3.0,No,Yes,Under_Construction
Ahmedabad,Bopal,Villa,2,1309,212.93,0.16,Furnished,25,5.0,10.0,Yes,No,Ready_to_Move
Ahmedabad,Gota,Apartment,5,2601,18.4,0.01,Unfurnished,8,6.0,1.0,No,No,Ready_to_Move
Surat,Althan,Villa,5,2762,93.99,0.03,Unfurnished,33,6.0,5.0,No,Yes,Ready_to_Move
Surat,Vesu,Independent House,3,1682,214.42,0.13,Furnished,29,4.0,3.0,No,No,Ready_to_Move
Surat,Althan,Villa,3,2977,498.92,0.17,Furnished,3,9.0,4.0,Yes,Yes,Under_Construction
Surat,Adajan,Independent House,1,1425,229.64,0.16,Furnished,21,4.0,8.0,Yes,No,Under_Construction
Surat,Althan,Villa,4,4404,237.32,0.05,Semi-furnished,32,7.0,7.0,No,No,Ready_to_Move
Surat,Piplod,Independent House,4,1073,194.01,0.18,Unfurnished,26,8.0,6.0,Yes,Yes,Under_Construction
Ahmedabad,SG Highway,Villa,3,4367,468.2,0.11,Semi-furnished,27,5.0,8.0,Yes,Yes,Under_Construction
Surat,Adajan,Apartment,5,4342,481.71,0.11,Unfurnished,12,6.0,3.0,Yes,No,Ready_to_Move
Ahmedabad,Navrangpura,Apartment,4,4792,290.33,0.06,Unfurnished,35,1.0,9.0,No,Yes,Ready_to_Move
Surat,Vesu,Villa,1,1602,215.58,0.13,Semi-furnished,14,10.0,5.0,No,Yes,Ready_to_Move
Surat,Pal,Independent House,1,2303,185.45,0.08,Furnished,11,10.0,6.0,No,Yes,Ready_to_Move
Surat,Vesu,Apartment,3,1840,61.18,0.03,Furnished,27,2.0,7.0,No,No,Under_Construction
Surat,Adajan,Independent House,3,1219,450.66,0.37,Unfurnished,27,9.0,8.0,No,No,Under_Construction
Ahmedabad,Satellite,Independent House,5,1914,115.47,0.06,Semi-furnished,28,8.0,10.0,Yes,Yes,Under_Construction
Surat,Adajan,Apartment,3,3699,391.27,0.11,Semi-furnished,30,6.0,4.0,Yes,No,Ready_to_Move
Ahmedabad,Navrangpura,Apartment,2,1383,157.25,0.11,Furnished,31,8.0,5.0,Yes,No,Ready_to_Move
Surat,Adajan,Apartment,4,4710,124.98,0.03,Semi-furnished,4,3.0,7.0,Yes,Yes,Ready_to_Move
Surat,Pal,Independent House,5,3538,58.13,0.02,Furnished,6,3.0,7.0,Yes,Yes,Ready_to_Move
Ahmedabad,Bopal,Villa,2,1474,118.66,0.08,Furnished,21,6.0,2.0,Yes,No,Under_Construction
Surat,Piplod,Independent House,5,1516,272.2,0.18,Unfurnished,27,1.0,7.0,Yes,Yes,Ready_to_Move
Ahmedabad,Satellite,Villa,3,2435,187.63,0.08,Unfurnished,33,4.0,6.0,Yes,Yes,Under_Construction
Surat,Althan,Villa,4,4797,267.99,0.06,Furnished,6,4.0,2.0,No,Yes,Under_Construction
Ahmedabad,Bopal,Villa,4,1177,98.76,0.08,Unfurnished,29,5.0,2.0,Yes,No,Under_Construction
Ahmedabad,Bopal,Independent House,1,4987,153.69,0.03,Furnished,28,7.0,5.0,Yes,No,Under_Construction
Ahmedabad,SG Highway,Independent House,2,4395,75.55,0.02,Semi-furnished,10,5.0,9.0,Yes,No,Under_Construction
Ahmedabad,SG Highway,Independent House,3,2887,400.48,0.14,Furnished,13,7.0,7.0,No,Yes,Ready_to_Move
Surat,Pal,Apartment,3,3186,380.15,0.12,Semi-furnished,32,7.0,5.0,Yes,Yes,Under_Construction
Ahmedabad,Navrangpura,Apartment,1,753,291.03,0.39,Semi-furnished,30,8.0,4.0,Yes,No,Under_Construction
Ahmedabad,Satellite,Independent House,3,4906,421.89,0.09,Furnished,8,4.0,3.0,No,Yes,Under_Construction
Ahmedabad,Bopal,Apartment,4,4661,18.5,0.0,Furnished,14,10.0,9.0,No,No,Ready_to_Move
Ahmedabad,Gota,Villa,1,781,335.92,0.43,Unfurnished,20,3.0,10.0,Yes,No,Ready_to_Move
Ahmedabad,Bopal,Villa,5,2834,277.4,0.1,Semi-furnished,29,5.0,9.0,No,Yes,Ready_to_Move
Surat,Piplod,Independent House,5,859,165.23,0.19,Semi-furnished,29,3.0,1.0,Yes,Yes,Under_Construction
Ahmedabad,SG Highway,Independent House,4,4133,314.98,0.08,Semi-furnished,21,9.0,10.0,Yes,No,Under_Construction
Ahmedabad,Gota,Villa,3,3028,394.89,0.13,Unfurnished,2,2.0,6.0,No,No,Under_Construction
Ahmedabad,Gota,Villa,3,960,94.08,0.1,Semi-furnished,23,5.0,3.0,Yes,No,Ready_to_Move
Surat,Adajan,Apartment,4,2532,474.0,0.19,Unfurnished,5,6.0,6.0,No,Yes,Under_Construction
Surat,Althan,Apartment,2,2362,362.55,0.15,Furnished,32,6.0,6.0,No,No,Ready_to_Move
Surat,Piplod,Independent House,5,2868,387.53,0.14,Unfurnished,30,3.0,3.0,Yes,No,Ready_to_Move
Surat,Piplod,Villa,2,2908,14.38,0.0,Unfurnished,23,4.0,7.0,No,No,Ready_to_Move
Ahmedabad,Bopal,Villa,5,2855,365.67,0.13,Furnished,29,10.0,9.0,Yes,No,Ready_to_Move
Ahmedabad,Gota,Independent House,1,4735,302.92,0.06,Unfurnished,20,2.0,10.0,No,Yes,Under_Construction
Surat,Piplod,Independent House,4,671,482.36,0.72,Furnished,4,7.0,4.0,No,Yes,Ready_to_Move
Ahmedabad,SG Highway,Villa,5,1411,326.19,0.23,Furnished,6,8.0,4.0,No,Yes,Ready_to_Move
Surat,Althan,Villa,1,2304,203.74,0.09,Semi-furnished,14,6.0,4.0,No,No,Under_Construction
Surat,Althan,Apartment,3,3979,355.64,0.09,Unfurnished,32,4.0,6.0,No,Yes,Ready_to_Move
Surat,Vesu,Villa,2,3846,362.02,0.09,Unfurnished,14,9.0,6.0,No,Yes,Ready_to_Move
Surat,Adajan,Villa,4,1729,359.43,0.21,Unfurnished,6,6.0,5.0,Yes,Yes,Under_Construction
Surat,Piplod,Villa,4,4919,94.31,0.02,Semi-furnished,23,6.0,5.0,No,No,Ready_to_Move
Ahmedabad,Gota,Independent House,3,4706,204.74,0.04,Furnished,3,2.0,4.0,Yes,No,Ready_to_Move
Ahmedabad,Gota,Apartment,4,2190,454.24,0.21,Semi-furnished,19,5.0,8.0,Yes,No,Under_Construction
Ahmedabad,Satellite,Villa,4,642,395.68,0.62,Semi-furnished,24,2.0,9.0,No,Yes,Ready_to_Move
Surat,Piplod,Apartment,1,3154,371.12,0.12,Semi-furnished,30,3.0,10.0,No,No,Ready_to_Move
Ahmedabad,SG Highway,Independent House,2,1567,456.28,0.29,Unfurnished,21,7.0,4.0,Yes,Yes,Under_Construction
Ahmedabad,Gota,Villa,3,2521,190.43,0.08,Furnished,10,10.0,6.0,Yes,Yes,Under_Construction
Ahmedabad,Satellite,Villa,4,3260,175.61,0.05,Furnished,10,7.0,9.0,No,No,Ready_to_Move
Surat,Vesu,Apartment,3,1828,315.54,0.17,Furnished,12,4.0,10.0,No,No,Ready_to_Move
Surat,Althan,Independent House,3,4846,347.57,0.07,Furnished,11,7.0,7.0,Yes,No,Ready_to_Move
Surat,Piplod,Apartment,5,4740,214.52,0.05,Semi-furnished,9,9.0,2.0,No,Yes,Ready_to_Move
Ahmedabad,SG Highway,Villa,3,3919,96.71,0.02,Furnished,12,7.0,10.0,Yes,No,Under_Construction
Ahmedabad,Gota,Apartment,3,3465,58.59,0.02,Furnished,30,7.0,3.0,No,Yes,Ready_to_Move
Surat,Althan,Independent House,4,4204,378.22,0.09,Semi-furnished,13,7.0,4.0,No,No,Under_Construction
Ahmedabad,SG Highway,Villa,2,4587,180.45,0.04,Semi-furnished,24,3.0,5.0,No,Yes,Under_Construction
Surat,Althan,Independent House,1,739,23.41,0.03,Unfurnished,19,3.0,6.0,No,No,Ready_to_Move
Surat,Adajan,Independent House,4,865,321.99,0.37,Semi-furnished,7,3.0,1.0,No,No,Under_Construction
Surat,Piplod,Villa,1,3128,162.98,0.05,Furnished,4,3.0,7.0,Yes,Yes,Ready_to_Move
Ahmedabad,Navrangpura,Independent House,5,507,68.32,0.13,Semi-furnished,12,3.0,8.0,Yes,No,Ready_to_Move
Ahmedabad,Gota,Apartment,3,3731,461.51,0.12,Unfurnished,28,2.0,4.0,Yes,Yes,Under_Construction
Surat,Vesu,Villa,4,2630,386.8,0.15,Semi-furnished,11,3.0,2.0,No,No,Under_Construction
Ahmedabad,Gota,Villa,1,1663,427.44,0.26,Semi-furnished,32,3.0,9.0,Yes,Yes,Ready_to_Move
Surat,Vesu,Independent House,1,4386,265.06,0.06,Furnished,14,2.0,6.0,Yes,No,Under_Construction
Surat,Adajan,Villa,4,4200,371.21,0.09,Furnished,3,4.0,3.0,Yes,Yes,Under_Construction
Ahmedabad,SG Highway,Villa,1,2398,47.97,0.02,Semi-furnished,13,2.0,2.0,Yes,No,Ready_to_Move
Surat,Pal,Apartment,1,2839,331.89,0.12,Semi-furnished,4,1.0,7.0,No,No,Under_Construction
Ahmedabad,Navrangpura,Apartment,4,1957,482.36,0.25,Unfurnished,8,4.0,8.0,No,No,Under_Construction
Surat,Vesu,Independent House,2,1116,81.52,0.07,Semi-furnished,11,1.0,8.0,Yes,Yes,Ready_to_Move
Surat,Vesu,Apartment,5,3676,482.35,0.13,Furnished,8,6.0,5.0,Yes,No,Under_Construction
Ahmedabad,SG Highway,Apartment,4,2157,181.31,0.08,Unfurnished,16,10.0,2.0,Yes,Yes,Ready_to_Move
Ahmedabad,Gota,Villa,4,1720,279.71,0.16,Furnished,16,3.0,3.0,No,No,Under_Construction
Surat,Piplod,Apartment,1,4725,419.03,0.09,Semi-furnished,15,2.0,4.0,Yes,No,Under_Construction
Surat,Adajan,Villa,4,2541,493.18,0.19,Unfurnished,12,10.0,7.0,Yes,Yes,Under_Construction
Surat,Pal,Apartment,5,755,236.8,0.31,Furnished,13,7.0,5.0,Yes,No,Ready_to_Move
Surat,Adajan,Apartment,1,1167,140.2,0.12,Unfurnished,4,3.0,7.0,Yes,Yes,Under_Construction
Ahmedabad,Bopal,Independent House,5,4094,445.02,0.11,Semi-furnished,20,5.0,8.0,Yes,Yes,Under_Construction
Ahmedabad,SG Highway,Independent House,4,4572,118.44,0.03,Unfurnished,28,1.0,8.0,No,Yes,Ready_to_Move
Surat,Pal,Independent House,1,595,150.05,0.25,Furnished,19,6.0,10.0,No,Yes,Ready_to_Move
Ahmedabad,Gota,Villa,4,1981,30.74,0.02,Furnished,27,3.0,10.0,Yes,Yes,Under_Construction
Ahmedabad,Gota,Apartment,1,803,135.48,0.17,Furnished,4,1.0,4.0,No,No,Under_Construction
Ahmedabad,Navrangpura,Villa,4,2606,141.36,0.05,Semi-furnished,22,2.0,9.0,No,No,Ready_to_Move
Surat,Althan,Apartment,1,1540,246.88,0.16,Furnished,15,4.0,2.0,Yes,Yes,Ready_to_Move
Surat,Vesu,Independent House,1,4766,304.37,0.06,Furnished,28,5.0,3.0,Yes,No,Ready_to_Move
Surat,Vesu,Apartment,4,4554,453.91,0.1,Unfurnished,6,3.0,10.0,No,No,Under_Construction
Surat,Pal,Independent House,2,2544,217.52,0.09,Furnished,5,6.0,2.0,Yes,Yes,Ready_to_Move
Ahmedabad,Navrangpura,Villa,4,4093,444.11,0.11,Furnished,12,3.0,4.0,Yes,No,Under_Construction
Ahmedabad,SG Highway,Apartment,5,2260,125.41,0.06,Semi-furnished,13,10.0,8.0,No,Yes,Under_Construction
Ahmedabad,Satellite,Villa,2,1599,143.46,0.09,Furnished,31,7.0,7.0,Yes,Yes,Under_Construction
Surat,Piplod,Apartment,3,3518,359.41,0.1,Furnished,34,7.0,4.0,No,No,Under_Construction
Surat,Vesu,Apartment,1,1096,443.81,0.4,Semi-furnished,18,2.0,5.0,No,Yes,Under_Construction
Surat,Althan,Villa,3,4251,228.97,0.05,Semi-furnished,2,9.0,8.0,Yes,Yes,Under_Construction
Ahmedabad,Navrangpura,Independent House,4,818,72.41,0.09,Semi-furnished,7,1.0,9.0,No,Yes,Under_Construction
Surat,Pal,Independent House,2,1257,183.64,0.15,Semi-furnished,6,9.0,2.0,Yes,Yes,Ready_to_Move
Surat,Vesu,Apartment,5,4120,220.65,0.05,Furnished,13,7.0,6.0,No,No,Ready_to_Move
Ahmedabad,Gota,Villa,1,4578,37.64,0.01,Semi-furnished,9,10.0,10.0,No,No,Ready_to_Move
Ahmedabad,Gota,Apartment,1,4072,453.7,0.11,Unfurnished,5,9.0,6.0,Yes,Yes,Ready_to_Move
Ahmedabad,SG Highway,Apartment,2,4187,382.36,0.09,Furnished,16,4.0,5.0,No,No,Ready_to_Move
Surat,Piplod,Apartment,2,1288,146.44,0.11,Semi-furnished,15,6.0,6.0,No,No,Ready_to_Move
Ahmedabad,Navrangpura,Villa,5,3298,163.75,0.05,Semi-furnished,8,1.0,2.0,Yes,Yes,Ready_to_Move
Ahmedabad,Gota,Villa,1,4399,124.68,0.03,Semi-furnished,21,4.0,6.0,No,No,Ready_to_Move
Ahmedabad,Navrangpura,Independent House,5,3271,63.38,0.02,Unfurnished,35,6.0,6.0,No,No,Under_Construction
Surat,Althan,Independent House,2,4278,60.68,0.01,Unfurnished,27,8.0,6.0,No,No,Under_Construction
Ahmedabad,Navrangpura,Villa,1,4269,87.19,0.02,Furnished,13,6.0,8.0,No,No,Ready_to_Move
Ahmedabad,Satellite,Apartment,5,531,449.4,0.85,Unfurnished,7,9.0,7.0,No,No,Under_Construction
Surat,Vesu,Independent House,3,4996,468.98,0.09,Semi-furnished,8,9.0,3.0,No,No,Ready_to_Move
Surat,Adajan,Apartment,1,2700,210.31,0.08,Semi-furnished,16,2.0,1.0,No,No,Ready_to_Move
Surat,Althan,Villa,1,3530,191.98,0.05,Semi-furnished,20,9.0,7.0,No,Yes,Ready_to_Move
Surat,Piplod,Villa,2,617,295.09,0.48,Semi-furnished,28,10.0,7.0,No,No,Under_Construction
Surat,Vesu,Apartment,2,3553,251.76,0.07,Furnished,11,1.0,1.0,No,No,Ready_to_Move
Ahmedabad,SG Highway,Apartment,5,2169,57.13,0.03,Unfurnished,5,3.0,1.0,Yes,Yes,Ready_to_Move
Surat,Adajan,Independent House,3,2876,61.02,0.02,Unfurnished,6,8.0,8.0,No,Yes,Under_Construction
Surat,Adajan,Villa,2,4178,486.14,0.12,Unfurnished,27,10.0,2.0,No,No,Ready_to_Move
Ahmedabad,Satellite,Villa,1,2435,457.55,0.19,Furnished,31,7.0,4.0,No,No,Ready_to_Move
Ahmedabad,Navrangpura,Villa,1,3226,221.57,0.07,Semi-furnished,24,4.0,4.0,Yes,Yes,Ready_to_Move
Ahmedabad,Bopal,Apartment,4,3107,390.15,0.13,Unfurnished,2,1.0,1.0,Yes,No,Under_Construction
Surat,Althan,Villa,1,2349,452.71,0.19,Furnished,30,8.0,4.0,Yes,No,Under_Construction
Surat,Adajan,Independent House,2,3316,300.22,0.09,Semi-furnished,3,4.0,4.0,No,No,Under_Construction
Ahmedabad,Satellite,Villa,3,4534,211.14,0.05,Unfurnished,25,2.0,7.0,No,No,Under_Construction
Ahmedabad,Satellite,Villa,5,4141,250.45,0.06,Unfurnished,2,9.0,6.0,No,No,Under_Construction
Ahmedabad,Satellite,Villa,5,741,269.13,0.36,Furnished,17,2.0,4.0,No,No,Under_Construction
Ahmedabad,Navrangpura,Independent House,1,4376,119.17,0.03,Furnished,3,2.0,8.0,Yes,No,Under_Construction
Surat,Adajan,Independent House,3,1171,102.95,0.09,Semi-furnished,6,1.0,5.0,Yes,No,Under_Construction
Ahmedabad,Navrangpura,Apartment,1,1098,364.28,0.33,Unfurnished,11,3.0,4.0,No,Yes,Ready_to_Move
Ahmedabad,Satellite,Apartment,3,2049,192.94,0.09,Semi-furnished,34,1.0,3.0,No,Yes,Under_Construction
Surat,Pal,Independent House,5,558,499.46,0.9,Furnished,14,8.0,8.0,No,No,Under_Construction
Ahmedabad,Navrangpura,Apartment,5,4437,161.91,0.04,Semi-furnished,25,1.0,1.0,Yes,No,Under_Construction
Surat,Adajan,Independent House,3,3821,377.29,0.1,Furnished,11,9.0,10.0,No,Yes,Ready_to_Move
Surat,Althan,Apartment,5,4691,26.34,0.01,Furnished,15,10.0,10.0,No,No,Under_Construction
Ahmedabad,SG Highway,Independent House,2,4882,372.37,0.08,Semi-furnished,12,8.0,5.0,Yes,Yes,Ready_to_Move
Ahmedabad,Satellite,Villa,3,2249,448.88,0.2,Unfurnished,13,5.0,9.0,Yes,Yes,Ready_to_Move
Ahmedabad,Navrangpura,Independent House,5,1767,35.9,0.02,Unfurnished,5,3.0,9.0,No,No,Ready_to_Move
Ahmedabad,Satellite,Apartment,5,996,166.34,0.17,Semi-furnished,27,1.0,7.0,No,No,Ready_to_Move
Ahmedabad,SG Highway,Apartment,5,2974,99.25,0.03,Unfurnished,30,3.0,6.0,No,No,Under_Construction
Ahmedabad,Gota,Independent House,2,4483,385.65,0.09,Furnished,31,8.0,7.0,Yes,No,Under_Construction
Ahmedabad,Navrangpura,Villa,2,4042,445.56,0.11,Semi-furnished,3,4.0,6.0,Yes,No,Ready_to_Move
Surat,Adajan,Apartment,4,4653,328.1,0.07,Furnished,26,7.0,10.0,No,No,Ready_to_Move
Surat,Vesu,Villa,2,2157,260.99,0.12,Unfurnished,11,7.0,2.0,No,Yes,Under_Construction
Ahmedabad,SG Highway,Independent House,1,656,52.71,0.08,Unfurnished,28,9.0,5.0,No,No,Ready_to_Move
Ahmedabad,Navrangpura,Independent House,3,4087,36.31,0.01,Semi-furnished,5,1.0,3.0,No,Yes,Ready_to_Move
Ahmedabad,Navrangpura,Villa,3,4294,269.67,0.06,Furnished,33,3.0,5.0,No,No,Under_Construction
Surat,Piplod,Independent House,4,4274,429.06,0.1,Unfurnished,24,3.0,1.0,No,Yes,Under_Construction
Surat,Vesu,Villa,4,3265,462.04,0.14,Semi-furnished,17,7.0,10.0,No,Yes,Ready_to_Move
Surat,Vesu,Villa,3,1163,93.4,0.08,Furnished,8,7.0,8.0,No,Yes,Under_Construction
